itemId,title,genres
5122,Fear and Loathing on the Campaign Trail '72,Nonfiction|Politics|History|Writing|Journalism
5123,Shroud for a Nightingale,
5124,First Frost,Fiction|Magical Realism|Fantasy|Womens Fiction|Chick Lit|Romance|Contemporary
5125,Stories of Your Life and Others ,
5127,The Girl Who Fell From the Sky,
5128,Lunar Park,Fiction|Horror|Thriller|Novels|Contemporary
5129,"Hide (Detective D.D. Warren, #2) ",
5131,Broken prince,
5132,Manuscrito encontrado em Accra,
5133,Save Me,Fiction|Mystery|Suspense
5134,Weaveworld,Fantasy|Horror|Fiction|Fantasy|Dark Fantasy|Science Fiction Fantasy|Fantasy|Urban Fantasy|Science Fiction|Thriller|Fantasy|Magic|Novels
5135,"Loves Music, Loves to Dance",Mystery|Fiction|Suspense|Thriller|Thriller|Mystery Thriller
5136,The Rivers of Zadaa,Fantasy|Young Adult|Science Fiction
5137,Sweet Dreams,Romance|Romance|Contemporary Romance|Contemporary
5138,Nicholas and Alexandra,History|Nonfiction|Biography|Cultural|Russia|Historical
5139,Wicked Business,Mystery|Fantasy|Paranormal|Fiction|Fantasy|Romance|Humor
5140,Escape from Mr. Lemoncello's Library,Mystery|Childrens|Middle Grade|Fiction|Childrens|Adventure|Young Adult
5141,Friday,Science Fiction|Fiction
5142,"Her Mother's Hope (Marta's Legacy, #1)",
5143,Tuesday,Childrens|Picture Books|Childrens|Fantasy
5144,Red Rabbit,Fiction|Thriller|Spy Thriller|Espionage
5145,Arrows of the Queen (Heralds of Valdemar #1),
5146,Slouching Towards Bethlehem: Essays,
5147,Rise of a Merchant Prince,
5148,Angelfire,Paranormal|Angels|Fantasy|Romance|Fantasy|Paranormal|Young Adult
5149,Mile 81,
5150,The Brooklyn Follies,Fiction|Literature|American|Contemporary|New York|Novels|Literature
5151,The Ironwood Tree,
5152,The Yearling,Classics|Fiction|Young Adult|Animals
5153,Dare You To,Romance|Young Adult|Contemporary|New Adult
5154,I Am Ozzy,
5155,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,Travel|Nonfiction|Humor|Autobiography|Memoir
5156,Touch of Power,Fantasy|Young Adult|Fantasy|Magic|Romance|Fantasy|High Fantasy
5157,A Virtuous Woman ,
5158,Tears of the Moon,Romance|Romance|Contemporary Romance|Fiction|Fantasy|Contemporary
5159,"The Vampire Prince (Cirque Du Freak, #6)",
5160,The Sapphire Rose ,
5161,Did You Ever Have a Family,Fiction|Contemporary|Literary Fiction
5162,The Gold Coast,
5163,On Death and Dying,Psychology|Nonfiction|Death|Philosophy|Self Help|Health|Medicine
5164,14th Deadly Sin,
5165,It Happened One Autumn,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency
5166,Scarpetta,Mystery|Fiction|Mystery|Crime|Thriller
5167,"Darkness, Take My Hand",Mystery|Fiction|Mystery|Crime|Thriller|Thriller|Mystery Thriller
5168,Siege of Darkness,Fantasy|Dungeons and Dragons|Forgotten Realms|Fiction
5169,Perfect ,
5170,Play With Me,
5171,Portrait in Death,Mystery|Romance|Mystery|Crime|Fiction
5172,Second Chance Boyfriend,New Adult|Romance|Contemporary|Romance|Contemporary Romance|Academic|College
5173,Y: The Last Man Vol. 4: Safeword,
5174,The Collector,Romance|Romance|Romantic Suspense|Mystery|Fiction|Suspense|Contemporary
5175,Sunshine,Paranormal|Vampires|Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Fiction|Horror|Young Adult
5176,"""D"" is for Deadbeat ",
5177,Salvage the Bones,Fiction|Contemporary|Cultural|African American|Literary Fiction
5178,The Hook Up,
5179,Throne of Jade,Fantasy|Fantasy|Dragons|Historical|Historical Fiction|Fiction|Science Fiction|Alternate History|Historical
5180,Mornings on Horseback,
5181,Y: The Last Man Vol. 7: Paper Dolls,
5182,London: The Novel,
5183,Silence,Young Adult|Romance|Contemporary|Fiction
5184,My True Love Gave to Me: Twelve Holiday Stories,
5185,Sand Omnibus,Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Fantasy|Science Fiction
5186,Off to Be the Wizard,
5187,Nobody's Fool,Fiction|Humor|Contemporary|Literary Fiction|Literature
5188,Rage,
5189,Germinal,
5190,Ceaseless,Fantasy|Paranormal|Young Adult|Romance|Fantasy|Romance|Paranormal Romance
5191,The Cat's Table,
5192,The Demolished Man,Science Fiction|Fiction|Classics|Mystery|Hugo Awards|Science Fiction Fantasy|Mystery|Crime|Fantasy|Speculative Fiction|Novels
5193,Lost In Time,
5194,Ninth Key,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Ghosts
5195,Twilight Eyes,Horror|Fiction|Thriller
5196,Find Her,
5197,Frigid,
5198,De amor y de sombra,
5199,The Evolution of Calpurnia Tate,Historical|Historical Fiction|Young Adult|Fiction|Childrens|Middle Grade|Historical|Childrens
5200,Bad Girls Don't Die,Young Adult|Fantasy|Paranormal|Horror|Fantasy
5201,Atlantis Found,Adventure|Fiction|Thriller|Action
5202,Asterios Polyp,Sequential Art|Graphic Novels|Sequential Art|Comics|Fiction|Graphic Novels Comics
5203,Domes of Fire,
5204,"The Walking Dead, Vol. 4: The Heart's Desire",
5205,The Stonekeeper's Curse,Sequential Art|Graphic Novels|Fantasy|Childrens|Middle Grade|Adventure|Childrens
5206,Sick Puppy,Fiction|Mystery|Humor|Mystery|Crime|Humor|Comedy|Humor|Funny|Thriller|Mystery Thriller|Contemporary|Novels|Adult Fiction
5207,The Days Are Just Packed: A Calvin and Hobbes Collection,
5208,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",Art|Nonfiction|Design|Art|Drawing
5209,Odd Apocalypse,
5210,Surveiller et punir. Naissance de la prison,
5211,Pay It Forward,Fiction|Contemporary|Inspirational|Media Tie In|Movies|Drama|Adult|Novels|Realistic Fiction|Young Adult|Adult Fiction
5212,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Art|Nonfiction|Art|Drawing|Language|Writing
5213,満月をさがして 1,
5214,Harlequin,
5215,Plan B: Further Thoughts on Faith,Nonfiction|Autobiography|Memoir|Spirituality|Religion|Religion|Faith|Writing|Essays
5216,In the Company of the Courtesan,Historical|Historical Fiction|Fiction|Historical|Cultural|Italy
5217,The Skull Throne,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|Magic
5218,Devil May Cry,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Vampires
5219,Two By Two,Romance|Fiction|Womens Fiction|Chick Lit
5220,Sea Glass,Fiction|Historical|Historical Fiction|Womens Fiction|Chick Lit
5221,River Secrets,Fantasy|Young Adult|Fiction|Romance
5222,Be Careful What You Wish For,Fiction|Historical|Historical Fiction|Mystery
5223,Inescapable,Fantasy|Paranormal|Paranormal|Angels|Young Adult|Fantasy|Romance|Romance|Paranormal Romance
5224,Illusions,Fantasy|Young Adult|Romance|Paranormal|Fairies
5225,Fatal Vision,Crime|True Crime|Nonfiction|Mystery|Crime|Mystery|Biography
5226,Gang Leader for a Day,
5227,"Magician: Apprentice (The Riftwar Saga, #1) ",
5228,Developing the Leader Within You,
5229,That Hideous Strength,Science Fiction|Fiction|Fantasy|Christian|Classics
5230,The Bees,
5231,Ape House,Fiction|Animals|Contemporary
5232,Polgara the Sorceress,
5233,China Rich Girlfriend,Fiction|Contemporary|Womens Fiction|Chick Lit|Romance
5234,A Woman After God's Own Heart,Christian|Nonfiction|Christian|Christian Living|Religion|Christianity|Christian|Christian Non Fiction|Religion|Faith|Spirituality
5235,State Of The Union,
5236,The Good House,
5237,"Bless Me, Ultima",Fiction|Classics|Magical Realism|Young Adult|Academic|School
5238,Glamorama,Fiction|Contemporary
5239,F is for Fugitive,
5241,Seta,Fiction|Historical|Historical Fiction|European Literature|Italian Literature|Romance|Cultural|Japan
5242,Boomerang,
5243,The Remnant: On the Brink of Armageddon,
5244,Il barone rampante,
5245,"Twilight: The Graphic Novel,",
5246,Raw,Dark|Romance|Erotica|Bdsm|Contemporary|Adult Fiction|Erotica
5247,The Great Book of Amber,Fantasy|Fiction|Science Fiction|Science Fiction Fantasy
5248,The Darkest Lie (Lords of the Underworld #6),
5250,That Boy,Romance|Young Adult|Contemporary|New Adult
5251,The Dressmaker,
5252,Paradise,Romance|Romance|Contemporary Romance|Contemporary|Fiction|Romance|Historical Romance
5253,Jumanji,Childrens|Picture Books|Childrens|Fantasy|Fiction
5254,Replay,Fiction|Science Fiction|Science Fiction|Time Travel|Fantasy
5255,Incognito: The Secret Lives of the Brain,Nonfiction|Science|Psychology|Biology|Neuroscience|Neuroscience|Brain
5256,Death by Black Hole: And Other Cosmic Quandaries,Science|Nonfiction|Science|Physics|Science|Astronomy|Space
5257,The Edible Woman,Fiction|Cultural|Canada|Feminism|Classics
5258,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Science|Nonfiction|Biology|Evolution|Science|Biology|History
5259,Heartless,Fantasy|Young Adult|Retellings|Romance
5260,The Pigman,Fiction|Young Adult|Classics|Academic|School|Realistic Fiction|Academic|Read For School
5261,Deep Storm,Thriller|Fiction|Mystery|Science Fiction|Adventure|Suspense
5262,Abandon,Young Adult|Fantasy|Fantasy|Mythology|Romance|Fantasy|Paranormal
5263,The Full Cupboard of Life,Mystery|Fiction|Cultural|Africa|Southern Africa|Botswana
5264,How to Marry a Millionaire Vampire,Paranormal|Vampires|Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy
5265,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),
5266,Beautiful Bitch,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|New Adult
5267,"The Recruit (Cherub, #1)",
5268,Anatomy for the Artist,
5269,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Science|Nonfiction|Science|Mathematics|History
5270,The Christmas Box,Holiday|Christmas|Fiction|Holiday|Inspirational
5271,My Blood Approves,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Romance|Fantasy
5272,Until November,New Adult|Romance|Contemporary Romance|Contemporary|Romance
5273,The Bloody Chamber & Other Stories,
5274,A Cook's Tour: Global Adventures in Extreme Cuisines,
5275,Power of Art,
5276,"Finding me : A Decade of Darkness, a Life Reclaimed",
5277,Born in Shame,Romance|Romance|Contemporary Romance|Contemporary|Fiction
5278,Return to Paradise,Young Adult|Romance|Contemporary|Realistic Fiction
5279,My Heart and Other Black Holes,Young Adult|Contemporary|Romance|Health|Mental Health
5280,Girl in a Band,Music|Nonfiction|Autobiography|Memoir|Biography
5281,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",
5282,Book of the Dead,
5283,The Hero with a Thousand Faces,
5284,Bad Blood,Mystery|Fiction|Thriller|Mystery|Crime
5285,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",
5286,Cooked: A Natural History of Transformation ,
5287,Daughter of the Blood,Fantasy|Romance|Fantasy|Magic|Fiction|Fantasy|Dark Fantasy
5288,The Lost Gate,Fantasy|Fiction|Science Fiction|Young Adult
5289,"Politi (Harry Hole, #10)",
5290,Vittorio the Vampire,
5291,ふしぎ遊戯 1,
5292,The Lace Reader,Fiction|Mystery|Historical|Historical Fiction|Magical Realism|Fantasy
5293,Anne Rice's The Tale of the Body Thief (Graphic Novel),
5294,The Lone Ranger and Tonto Fistfight in Heaven,Fiction|Short Stories|Literature|Humor
5295,"A Stroke of Midnight (Merry Gentry, #4)",
5296,The Chemist,Thriller|Fiction|Mystery|Romance|Suspense
5297,Empress Orchid,Historical|Historical Fiction|Fiction|Cultural|China|Historical|Cultural|Asia
5298,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",
5299,Monday Mourning ,
5300,Damaged,Romance|New Adult|Contemporary|Romance|Contemporary Romance
5301,The Princess and the Goblin,
5302,Predikanten,
5303,There's a Wocket in My Pocket,
5304,Midnight,Horror|Fiction|Thriller|Suspense
5305,The Gatecrasher,
5306,The Confusion,Fiction|Historical|Historical Fiction|Science Fiction|Fantasy|Historical
5307,Raising Steam,
5308,Independent Study,Science Fiction|Dystopia|Young Adult|Science Fiction
5309,X,
5310,Lord of Light,
5311,Esio Trot,
5312,Hellboy: The Chained Coffin and Others,
5313,A Simple Plan,Fiction|Thriller|Mystery|Mystery|Crime|Suspense|Thriller|Mystery Thriller
5314,Run for Your Life,
5315,Play It as It Lays,
5316,Dime Store Magic,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Paranormal|Witches|Romance|Romance|Paranormal Romance
5317,Blue Mars ,
5318,As Valkírias,
5319,The Long Way Home,Mystery|Fiction|Cultural|Canada|Audiobook
5320,Please Ignore Vera Dietz,Young Adult|Contemporary|Fiction|Realistic Fiction|Mystery|Young Adult|Teen
5321,The Spook's Curse,
5322,The Struggle,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance
5323,The Dark Highlander,Romance|Romance|Paranormal Romance|Science Fiction|Time Travel|Fantasy|Paranormal|Romance|Historical Romance|Fantasy
5324,The Immortal Highlander ,
5325,"No god but God: The Origins, Evolution, and Future of Islam",
5326,Valis,
5327,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",
5328,The Runaway King,Fantasy|Young Adult|Adventure|Childrens|Middle Grade|Fiction
5329,"Dragon Wing (The Death Gate Cycle, #1)",
5330,Jailbird,
5331,Y: The Last Man Vol. 9: Motherland,
5332,Ilium,Science Fiction|Fantasy|Fiction
5333,"Lumberjanes, Vol. 1: Beware the Kitten Holy",
5334,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,
5335,The Palace of Illusions,Fiction|Cultural|India|Fantasy|Mythology|Historical|Historical Fiction|Fantasy
5336,The First American: The Life and Times of Benjamin Franklin,Biography|History|Nonfiction|North American Hi...|American History|Military History|American Revolution
5337,Dance of Death,
5338,This World We Live In,Young Adult|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic
5339,Hunter × Hunter #1,
5340,Vengeance in Death,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense
5341,To Say Nothing of the Dog,Science Fiction|Science Fiction|Time Travel|Fiction|Historical|Historical Fiction|Fantasy|Humor
5342,The Gift,
5343,The Terminal Man,Fiction|Science Fiction|Thriller
5344,A Song of Ice and Fire Graphic Novels,
5345,White Cat,Young Adult|Fantasy|Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Magic
5346,Where I’m Calling From: The Selected Stories,
5347,Something Rotten,Fantasy|Fiction|Mystery|Humor|Writing|Books About Books|Science Fiction
5348,The Land of the Painted Caves,
5349,Autobiography of a Face,Autobiography|Memoir|Nonfiction|Biography|Biography Memoir|Biography|Autobiography|Medical|Psychology|Book Club|Academic|School|Health|Medicine
5350,Vanishing Girls,Young Adult|Mystery|Contemporary|Thriller|Fiction
5351,Snow White and the Seven Dwarfs,Childrens|Childrens|Picture Books
5352,Darke,
5353,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,Nonfiction
5354,The Thin Man,Mystery|Fiction|Classics|Mystery|Crime|Mystery|Noir
5355,Trading Up,
5356,The Uplift War,Science Fiction|Fiction|Space|Space Opera
5357,Rage of a Demon King (The Serpentwar Saga #3),
5358,Lucky Jim,
5359,A Faint Cold Fear,Mystery|Thriller|Mystery|Crime|Fiction|Suspense
5360,The Rose Society,Young Adult|Fantasy|Science Fiction|Dystopia
5361,Angel Falls,Fiction|Romance|Womens Fiction|Chick Lit|Contemporary
5362,Waiting For You,
5363,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,
5364,Mao's Last Dancer,Nonfiction|Biography|Cultural|China|Autobiography|Memoir|Biography|Autobiography
5365,The Neighbor,Mystery|Thriller|Fiction|Suspense|Mystery|Crime|Thriller|Mystery Thriller
5366,Y: The Last Man Vol. 10: Whys And Wherefores,
5367,Eon,Science Fiction|Fiction
5368,The Summer Before the War,
5369,"Erinnerungen, Träume, Gedanken von C.G. Jung",
5370,Bullet,Fantasy|Paranormal|Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Romance|Romance|Paranormal Romance
5371,The Scottish Prisoner,Historical|Historical Fiction|Fiction|Historical|Mystery
5372,Reunion,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Ghosts
5374,Směšné lásky ,
5375,The Secret Diaries of Miss Miranda Cheever,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Fiction
5376,The Constitution of the United States of America,History|Nonfiction|Politics|Classics|Philosophy|Law|Reference|North American Hi...|American History|Historical|Politics|Political Science
5377,Gustav Klimt: le monde comme une forme féminine,
5378,Under the Volcano,Fiction|Classics|Literature|Novels
5379,Sleep tight,
5380,Dinosaurs Before Dark,
5381,Have Space Suit - Will Travel,
5382,The Sea Wolf,Classics|Fiction|Adventure|Literature
5383,Darkest Hour,Young Adult|Fantasy|Paranormal|Fantasy|Romance|Paranormal|Ghosts
5384,Hark! A Vagrant,Sequential Art|Graphic Novels|Sequential Art|Comics|Humor|History
5385,The Dive From Clausen's Pier,Fiction|Contemporary|Womens Fiction|Chick Lit
5386,Der Tod in Venedig,
5387,The Tibetan Book of Living and Dying,
5388,Enchantment,Fantasy|Fiction|Fantasy|Fairy Tales|Romance|Science Fiction Fantasy|Science Fiction|Time Travel
5389,The Fall of the House of Usher ,
5390,The Soldiers of Halla,Fantasy|Young Adult|Science Fiction
5391,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",
5392,Regeneration,Historical|Historical Fiction|Fiction|War|Historical|War|World War I
5393,Four: The Initiate,
5394,Lucky Man,Nonfiction|Autobiography|Memoir|Biography|Autobiography|Biography
5395,The Penelopiad,Fiction|Fantasy|Mythology|Historical|Historical Fiction|Fantasy|Feminism|Cultural|Canada
5396,The Improbable Adventures of Sherlock Holmes,
5397,The Starter Wife,
5398,"Fables, Volume 2: Animal Farm",
5399,The Fire Next Time,
5400,Don't Let the Pigeon Stay Up Late!,
5401,We3,
5402,Princess in Pink,Young Adult|Romance|Womens Fiction|Chick Lit|Contemporary
5403,"The Coffin Club (Vampire Kisses, #5)",
5404,Main Street,Classics|Fiction|Literature
5405,Percy Jackson's Greek Gods,
5406,Dairy Queen,Young Adult|Sports and Games|Sports|Contemporary|Romance|Realistic Fiction|Fiction
5407,Telegraph Avenue,
5408,Genesis,
5409,The Book of Speculation,
5410,Flirt,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance|Paranormal Romance|Romance
5411,Inner Harbor (Chesapeake Bay Saga #3),
5412,Bite Me,Humor|Fiction|Fantasy|Paranormal|Vampires|Humor|Comedy|Fantasy|Paranormal
5413,Zen of Seeing: Seeing/Drawing as Meditation,
5414,Green Rider,Fantasy|Young Adult|Fiction|Fantasy|Magic|Fantasy|High Fantasy|Adventure
5415,The Dragonriders of Pern,Fantasy|Science Fiction|Fiction|Fantasy|Dragons|Science Fiction Fantasy
5416,"Boy, Snow, Bird",
5417,E Is for Evidence,
5418,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",Psychology|Nonfiction|Sociology|Social Science|Science
5419,Solar,Fiction|Contemporary|Literary Fiction|European Literature|British Literature
5420,The Structure of Scientific Revolutions,Science|Philosophy|Nonfiction|History|Sociology
5421,Small Island,Fiction|Historical|Historical Fiction|Historical
5422,A Great Reckoning,Mystery|Fiction
5423,The Sky is Falling,Fiction|Thriller|Mystery|Suspense
5424,The Fifth Discipline: The Art & Practice of The Learning Organization,
5425,Sonnenfinsternis,
5426,The Perfect Play,Romance|Sports and Games|Sports|Romance|Contemporary Romance|Contemporary|Contemporary Romance|Sports Romance|Adult Fiction|Erotica
5427,Straight Talking,
5428,"Dauntless (The Lost Fleet, #1)",
5429,The Curse of Chalion,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
5430,Me & Emma,Fiction|Womens Fiction|Chick Lit|Contemporary|Sociology|Abuse
5431,"Chesapeake Blue (Chesapeake Bay Saga, #4)",
5432,Ash,Fantasy|Young Adult|Lgbt|Romance|Fiction
5433,The Burning Land,Fiction|Historical|Historical|Historical Fiction
5434,"Second Helpings (Jessica Darling, #2)",
5435,Diane Arbus: An Aperture Monograph,
5436,"The Earth, My Butt, and Other Big Round Things",Young Adult|Fiction|Realistic Fiction|Contemporary|Womens Fiction|Chick Lit|Young Adult|Teen
5437,Lord Jim,Classics|Fiction|Literature|Adventure
5438,A Color of His Own,
5439,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,
5440,Things Not Seen,Young Adult|Science Fiction|Fiction|Fantasy
5441,House,
5442,Vicious,
5443,Raise the Titanic!,Fiction|Adventure|Thriller|Action
5444,The Supernaturalist,Fantasy|Young Adult|Science Fiction|Fiction
5445,Queen of Babble in the Big City,
5446,Yertle the Turtle (Classic Seuss),
5447,The Rent Collector,Fiction|Historical|Historical Fiction|Adult Fiction|Book Club
5448,Family Matters,Fiction|Cultural|India|Asian Literature|Indian Literature|Cultural|Canada
5449,The Happiest Baby on the Block,
5450,Until You,
5452,Schooled,Young Adult|Realistic Fiction|Fiction|Humor|Childrens|Middle Grade
5453,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,
5454,Merle's Door: Lessons from a Freethinking Dog,Nonfiction|Animals|Animals|Dogs|Autobiography|Memoir|Biography
5455,Brian's Winter,Young Adult|Fiction|Adventure|Adventure|Survival|Realistic Fiction
5456,How the Garcia Girls Lost Their Accents ,
5457,Be with Me,
5458,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",
5459,Home ,
5460,Notes of a Dirty Old Man,Fiction|Short Stories|Poetry
5461,Fasandræberne,
5462,The Good Lord Bird,
5463,Greenwitch,Fantasy|Fiction|Young Adult|Childrens
5464,"The Walking Dead, Vol. 5: The Best Defense",
5465,Kissed by an Angel/The Power of Love/Soulmates ,
5466,"Take a Chance (Chance, #1)",
5467,Portrait of a Spy,
5468,One Good Turn,Mystery|Fiction|Mystery|Crime|Thriller|Mystery Thriller|Cultural|Scotland
5469,Abarat,Fantasy|Young Adult|Fiction|Horror
5470,2061: Odyssey Three,Science Fiction|Fiction
5471,What Got You Here Won't Get You There: How Successful People Become Even More Successful,
5472,The Walk,Fiction|Inspirational|Christian Fiction|Adult Fiction
5473,Afterlife,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy|Romance
5474,Slam,Fiction|Young Adult|Contemporary|Humor
5475,"Dark Triumph (His Fair Assassin, #2)",
5476,The Crossover,Poetry|Young Adult|Sports and Games|Sports|Childrens|Middle Grade|Realistic Fiction|Fiction
5478,The Line of Beauty,Fiction|Lgbt
5479,The Rose Garden,Historical|Historical Fiction|Romance|Science Fiction|Time Travel|Fiction|Historical|Fantasy
5480,Monster,Fiction|Christian Fiction|Christian|Horror|Thriller|Mystery
5481,The English Assassin,Thriller|Fiction|Mystery|Spy Thriller|Espionage
5482,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,
5483,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),
5484,"The Wicked + The Divine, Vol. 1: The Faust Act",
5485,Innocence,
5486,Dark of the Moon,
5487,The Law of Attraction: The Basics of the Teachings of Abraham,
5488,In The Afterlight,Young Adult|Science Fiction|Dystopia|Fantasy|Science Fiction|Romance|Fantasy|Paranormal|Fiction|Did Not Finish|Adventure|Fantasy|Supernatural
5489,Goddess Interrupted,Fantasy|Mythology|Young Adult|Fantasy|Romance|Mythology|Greek Mythology
5490,Lucinda’s Secret,
5491,Henry Huggins,
5492,Bedtime for Frances,
5493,窓ぎわのトットちゃん,
5494,Half the World,Fantasy|Young Adult|Fiction|Fantasy|Epic Fantasy
5495,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Economics|Finance|Business|Nonfiction|Economics|History
5496,Writing Down the Bones: Freeing the Writer Within,Language|Writing|Nonfiction|Reference
5497,"Hunters of the Dusk (Cirque Du Freak, #7)",
5498,City of Golden Shadow,Science Fiction|Fiction|Science Fiction|Cyberpunk
5499,An Ice Cold Grave,Mystery|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy|Fiction|Fantasy|Supernatural
5500,Jacob Have I Loved,Young Adult|Fiction|Historical|Historical Fiction|Classics|Childrens
5501,The Postcard Killers,
5502,神様はじめました 1,
5503,Maybe Not,New Adult|Romance|Contemporary|Novella
5504,Black Water,Fantasy|Young Adult|Science Fiction
5505,Five Little Pigs,Mystery|Mystery|Crime|Fiction|Classics
5506,Embassytown,Science Fiction|Fiction|Fantasy
5507,By the Light of the Moon,
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Classics|Mystery|Fiction|Short Stories
5509,Strong Poison,Mystery|Fiction|Mystery|Crime|Classics|European Literature|British Literature
5510,The Far Side Gallery,Humor|Sequential Art|Comics|Fiction|Sequential Art|Graphic Novels|Humor|Comedy|Sequential Art|Comic Strips
5511,The Eternity Cure,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Science Fiction|Dystopia|Young Adult
5512,Holiday in Death,Mystery|Romance|Mystery|Crime|Romance|Romantic Suspense
5513,Thief,Romance|New Adult|Contemporary|Romance|Contemporary Romance
5514,Between a Rock and a Hard Place,Nonfiction|Biography|Adventure|Autobiography|Memoir|Adventure|Survival
5515,Legend ,
5516,Three Times Lucky ,
5517,"Every Boy's Got One (Boy, #3)",
5518,Small Sacrifices: A True Story of Passion and Murder,Crime|True Crime|Nonfiction|Mystery|Crime|Mystery
5519,The Guest Room,Fiction|Mystery|Thriller|Audiobook
5520,All My Friends Are Dead,
5521,The Six Sacred Stones,
5522,Rising Tides (Chesapeake Bay Saga #2),
5523,Bleach―ブリーチ― 15,
5524,Cash: The Autobiography of Johnny Cash,
5525,A Stranger in the Mirror,Fiction|Thriller|Mystery|Romance|Suspense
5526,Flush,Young Adult|Fiction|Realistic Fiction|Mystery|Humor|Childrens|Middle Grade
5527,Out of Africa,
5528,The Watchman,
5529,Antifragile: Things That Gain from Disorder,Nonfiction|Philosophy|Business|Economics|Psychology|Science
5530,From Ashes ,
5531,Free Will,Philosophy|Nonfiction|Science|Psychology|Religion|Biology|Neuroscience
5532,This Is Where It Ends,Young Adult|Contemporary|Fiction|Realistic Fiction
5533,Stray,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Paranormal|Shapeshifters|Romance|Romance|Paranormal Romance
5534,A Summer Affair,
5535,Liar & Spy,Childrens|Middle Grade|Realistic Fiction|Mystery|Fiction|Young Adult|Childrens
5536,Mariel of Redwall,
5537,The Blank Slate: The Modern Denial of Human Nature,Psychology|Science|Nonfiction|Philosophy|Sociology|Science|Biology
5538,The Dreaming Void,Science Fiction|Fiction|Space|Space Opera
5539,Being Nikki,Young Adult|Romance|Womens Fiction|Chick Lit
5540,The Tragedie of Antony and Cleopatra,
5541,"Among the Impostors (Shadow Children, #2)",
5542,The Eternal Dawn,
5543,Addicted,Adult Fiction|Erotica|Romance|Fiction|Cultural|African American|Adult
5544,Article 5,Science Fiction|Dystopia|Young Adult|Romance
5545,"And the Band Played On: Politics, People, and the AIDS Epidemic",
5546,Found in You,Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Contemporary|Adult
5547,Midnight Rising,Romance|Paranormal Romance|Paranormal|Vampires|Fantasy|Paranormal|Romance
5548,Kisscut,Mystery|Thriller|Mystery|Crime|Fiction|Suspense
5549,It Chooses You,
5550,Last Exit to Brooklyn,
5551,La fiesta del chivo,
5552,"Drums, Girls & Dangerous Pie",Fiction|Contemporary|Family|Music|Young Adult|Academic|School
5553,The First Bad Man,Fiction|Contemporary|Novels
5554,To Green Angel Tower (Storm),
